"arrival_date_year","arrival_date_month","hotel","country","tourist_type","completed_bookings","canceled_bookings"
2017,"January","City Hotel","DEU","Family",7,1
2017,"January","City Hotel","DEU","Others",4,1
2017,"January","City Hotel","DEU","Single",26,2
2017,"January","City Hotel","DNK","Couple",5,0
2017,"January","City Hotel","DNK","Single",2,0
2017,"January","City Hotel","DOM","Couple",0,1
2017,"January","City Hotel","DZA","Couple",2,0
2017,"January","City Hotel","DZA","Single",1,0
2017,"January","City Hotel","ESP","Couple",47,34
2017,"January","City Hotel","ESP","Family",5,5
2017,"January","City Hotel","ESP","Others",8,3
2017,"January","City Hotel","ESP","Single",77,5
2017,"January","City Hotel","EST","Single",3,0
2017,"January","City Hotel","FIN","Couple",1,0
2017,"January","City Hotel","FIN","Single",3,0
2017,"January","City Hotel","FRA","Couple",117,47
2017,"January","City Hotel","FRA","Family",4,2
2017,"January","City Hotel","FRA","Others",5,5
2017,"January","City Hotel","FRA","Single",30,3
2017,"January","City Hotel","GBR","Couple",41,25
2017,"January","City Hotel","GBR","Family",3,1
2017,"January","City Hotel","GBR","Others",2,0
2017,"January","City Hotel","GBR","Single",16,0
2017,"January","City Hotel","GHA","Couple",1,0
2017,"January","City Hotel","GRC","Couple",0,2
2017,"January","City Hotel","GRC","Single",1,0
2017,"January","City Hotel","GTM","Couple",3,0
2017,"January","City Hotel","HRV","Couple",3,0
2017,"January","City Hotel","HRV","Family",2,0
2017,"January","City Hotel","HRV","Single",1,0
2017,"January","City Hotel","HUN","Couple",1,0
2017,"January","City Hotel","HUN","Others",3,0
2017,"January","City Hotel","IDN","Couple",0,1
2017,"January","City Hotel","IDN","Single",0,1
2017,"January","City Hotel","IND","Family",1,0
2017,"January","City Hotel","IND","Single",1,0
2017,"January","City Hotel","IRL","Couple",14,3
2017,"January","City Hotel","IRL","Family",0,1
2017,"January","City Hotel","IRL","Single",2,1
2017,"January","City Hotel","IRN","Couple",0,1
2017,"January","City Hotel","IRN","Family",0,1
2017,"January","City Hotel","IRN","Single",1,0
2017,"January","City Hotel","ISL","Couple",1,0
2017,"January","City Hotel","ISR","Couple",1,0
2017,"January","City Hotel","ITA","Couple",51,52
2017,"January","City Hotel","ITA","Family",9,6
2017,"January","City Hotel","ITA","Others",10,7
2017,"January","City Hotel","ITA","Single",18,4
2017,"January","City Hotel","JPN","Couple",2,0
2017,"January","City Hotel","JPN","Family",3,0
2017,"January","City Hotel","JPN","Others",1,0
2017,"January","City Hotel","JPN","Single",4,0
2017,"January","City Hotel","KAZ","Single",0,1
2017,"January","City Hotel","KOR","Couple",7,6
2017,"January","City Hotel","KOR","Others",1,2
2017,"January","City Hotel","LTU","Couple",1,0
2017,"January","City Hotel","LTU","Single",5,0
2017,"January","City Hotel","LUX","Couple",0,2
2017,"January","City Hotel","MAC","Single",0,1
2017,"January","City Hotel","MAR","Couple",3,3
2017,"January","City Hotel","MAR","Family",1,0
2017,"January","City Hotel","MAR","Single",1,0
2017,"January","City Hotel","MDV","Single",1,0
2017,"January","City Hotel","MEX","Family",1,0
2017,"January","City Hotel","MEX","Single",3,0
2017,"January","City Hotel","NGA","Couple",2,0
2017,"January","City Hotel","NLD","Couple",20,11
2017,"January","City Hotel","NLD","Family",5,2
2017,"January","City Hotel","NLD","Others",3,1
2017,"January","City Hotel","NLD","Single",11,1
2017,"January","City Hotel","NOR","Couple",5,0
2017,"January","City Hotel","NOR","Family",1,0
2017,"January","City Hotel","NOR","Others",0,1
2017,"January","City Hotel","NOR","Single",3,1
2017,"January","City Hotel","NZL","Single",1,0
2017,"January","City Hotel","PAK","Couple",0,1
2017,"January","City Hotel","PAN","Couple",3,0
2017,"January","City Hotel","PAN","Others",1,0
2017,"January","City Hotel","PER","Couple",2,0
2017,"January","City Hotel","POL","Couple",6,2
2017,"January","City Hotel","POL","Family",1,0
2017,"January","City Hotel","POL","Single",5,0
2017,"January","City Hotel","PRT","Couple",136,334
2017,"January","City Hotel","PRT","Family",28,15
2017,"January","City Hotel","PRT","Others",8,15
2017,"January","City Hotel","PRT","Single",115,183
2017,"January","City Hotel","ROU","Couple",3,4
2017,"January","City Hotel","ROU","Family",1,2
2017,"January","City Hotel","ROU","Single",0,1
2017,"January","City Hotel","RUS","Couple",10,14
2017,"January","City Hotel","RUS","Family",3,2
2017,"January","City Hotel","RUS","Others",4,2
2017,"January","City Hotel","RUS","Single",7,2
2017,"January","City Hotel","SEN","Single",0,1
2017,"January","City Hotel","SGP","Couple",0,6
2017,"January","City Hotel","SGP","Single",2,1
2017,"January","City Hotel","SVK","Couple",2,0
2017,"January","City Hotel","SVK","Single",2,0
2017,"January","City Hotel","SWE","Couple",2,2
2017,"January","City Hotel","SWE","Family",2,1
2017,"January","City Hotel","SWE","Others",1,2
2017,"January","City Hotel","SWE","Single",3,0
2017,"January","City Hotel","THA","Family",1,0
2017,"January","City Hotel","THA","Others",1,0
2017,"January","City Hotel","TUN","Couple",2,0
2017,"January","City Hotel","TUR","Couple",6,3
2017,"January","City Hotel","TUR","Family",1,1
2017,"January","City Hotel","TUR","Others",0,4
2017,"January","City Hotel","TUR","Single",6,0
2017,"January","City Hotel","TWN","Couple",1,1
2017,"January","City Hotel","UKR","Couple",0,1
2017,"January","City Hotel","UKR","Single",1,0
2017,"January","City Hotel","USA","Couple",13,4
2017,"January","City Hotel","USA","Family",2,1
2017,"January","City Hotel","USA","Others",1,1
2017,"January","City Hotel","USA","Single",31,2
2017,"January","City Hotel","UZB","Couple",0,1
2017,"January","City Hotel","VEN","Couple",0,1
2017,"January","City Hotel","VEN","Single",0,1
2017,"January","City Hotel","ZAF","Couple",1,1
2017,"January","Resort Hotel","ARG","Couple",3,0
2017,"January","Resort Hotel","ARG","Family",0,1
2017,"January","Resort Hotel","AUS","Couple",3,1
2017,"January","Resort Hotel","AUS","Family",0,1
2017,"January","Resort Hotel","AUS","Others",0,1
2017,"January","Resort Hotel","AUT","Couple",1,3
2017,"January","Resort Hotel","AUT","Single",1,0
2017,"January","Resort Hotel","BEL","Couple",11,2
2017,"January","Resort Hotel","BEL","Single",4,0
2017,"January","Resort Hotel","BRA","Couple",12,12
2017,"January","Resort Hotel","BRA","Family",2,1
2017,"January","Resort Hotel","BRA","Single",3,1
2017,"January","Resort Hotel","CN","Couple",2,5
2017,"January","Resort Hotel","CN","Single",1,1
2017,"January","Resort Hotel","CHE","Couple",4,2
2017,"January","Resort Hotel","CHL","Couple",1,0
2017,"January","Resort Hotel","CHN","Couple",4,0
2017,"January","Resort Hotel","CHN","Single",2,0
2017,"January","Resort Hotel","DEU","Couple",14,4
2017,"January","Resort Hotel","DEU","Family",1,1
2017,"January","Resort Hotel","DEU","Single",7,2
2017,"January","Resort Hotel","DNK","Couple",1,0
2017,"January","Resort Hotel","DZA","Single",0,1
2017,"January","Resort Hotel","ESP","Couple",78,18
2017,"January","Resort Hotel","ESP","Family",7,1
2017,"January","Resort Hotel","ESP","Others",2,0
2017,"January","Resort Hotel","ESP","Single",10,0
2017,"January","Resort Hotel","EST","Single",1,1
2017,"January","Resort Hotel","FRA","Couple",45,8
2017,"January","Resort Hotel","FRA","Family",2,1
2017,"January","Resort Hotel","FRA","Single",7,1
2017,"January","Resort Hotel","GBR","Couple",100,25
2017,"January","Resort Hotel","GBR","Family",6,3
2017,"January","Resort Hotel","GBR","Others",2,0
2017,"January","Resort Hotel","GBR","Single",19,2
2017,"January","Resort Hotel","IDN","Single",1,0
2017,"January","Resort Hotel","IND","Single",1,0
2017,"January","Resort Hotel","IRL","Couple",26,8
2017,"January","Resort Hotel","IRL","Family",3,1
2017,"January","Resort Hotel","IRL","Single",7,1
2017,"January","Resort Hotel","ISL","Single",2,0
2017,"January","Resort Hotel","ISR","Single",1,0
2017,"January","Resort Hotel","ITA","Couple",39,1
2017,"January","Resort Hotel","ITA","Family",0,1
2017,"January","Resort Hotel","ITA","Single",12,0
2017,"January","Resort Hotel","JPN","Couple",1,0
2017,"January","Resort Hotel","LTU","Couple",1,0
2017,"January","Resort Hotel","LUX","Couple",0,1
2017,"January","Resort Hotel","LUX","Family",0,1
2017,"January","Resort Hotel","MAR","Couple",1,0
2017,"January","Resort Hotel","MAR","Family",2,0
2017,"January","Resort Hotel","MDG","Couple",1,0
2017,"January","Resort Hotel","MYS","Single",1,0
2017,"January","Resort Hotel","NGA","Single",0,1
2017,"January","Resort Hotel","NLD","Couple",18,1
2017,"January","Resort Hotel","NLD","Family",3,0
2017,"January","Resort Hotel","NLD","Others",2,0
2017,"January","Resort Hotel","NLD","Single",1,0
2017,"January","Resort Hotel","NULL","Couple",8,1
2017,"January","Resort Hotel","NULL","Single",12,0
2017,"January","Resort Hotel","POL","Couple",4,1
2017,"January","Resort Hotel","POL","Family",11,2
2017,"January","Resort Hotel","POL","Others",1,0
2017,"January","Resort Hotel","POL","Single",3,0
2017,"January","Resort Hotel","PRT","Couple",209,38
2017,"January","Resort Hotel","PRT","Family",10,3
2017,"January","Resort Hotel","PRT","Others",4,0
2017,"January","Resort Hotel","PRT","Single",313,41
2017,"January","Resort Hotel","ROU","Couple",1,0
2017,"January","Resort Hotel","RUS","Couple",3,0
2017,"January","Resort Hotel","RUS","Single",1,0
2017,"January","Resort Hotel","SWE","Couple",3,0
2017,"January","Resort Hotel","TUR","Couple",1,0
2017,"January","Resort Hotel","TUR","Family",0,1
2017,"January","Resort Hotel","TUR","Single",1,0
2017,"January","Resort Hotel","USA","Couple",6,0
2017,"January","Resort Hotel","USA","Single",3,0
2017,"July","City Hotel","AGO","Couple",0,2
2017,"July","City Hotel","AGO","Single",0,1
2017,"July","City Hotel","ARE","Couple",1,0
2017,"July","City Hotel","ARE","Single",0,1
2017,"July","City Hotel","ARG","Couple",5,2
2017,"July","City Hotel","ARG","Family",1,0
2017,"July","City Hotel","ARG","Others",0,1
2017,"July","City Hotel","ARM","Family",1,0
2017,"July","City Hotel","ATF","Couple",1,0
2017,"July","City Hotel","AUS","Couple",13,8
2017,"July","City Hotel","AUS","Family",1,2
2017,"July","City Hotel","AUS","Others",3,1
2017,"July","City Hotel","AUS","Single",2,3
2017,"July","City Hotel","AUT","Couple",25,6
2017,"July","City Hotel","AUT","Family",5,2
2017,"July","City Hotel","AUT","Others",9,2
2017,"July","City Hotel","AUT","Single",7,0
2017,"July","City Hotel","BEL","Couple",80,29
2017,"July","City Hotel","BEL","Family",18,12
2017,"July","City Hotel","BEL","Others",28,10
2017,"July","City Hotel","BEL","Single",5,1
2017,"July","City Hotel","BGD","Couple",0,1
2017,"July","City Hotel","BGR","Couple",1,0
2017,"July","City Hotel","BLR","Couple",1,0
2017,"July","City Hotel","BRA","Couple",31,21
2017,"July","City Hotel","BRA","Family",14,18
2017,"July","City Hotel","BRA","Others",11,10
2017,"July","City Hotel","BRA","Single",3,3
2017,"July","City Hotel","CMR","Couple",1,0
2017,"July","City Hotel","CMR","Family",1,0
2017,"July","City Hotel","CN","Couple",37,14
2017,"July","City Hotel","CN","Family",6,0
2017,"July","City Hotel","CN","Others",0,6
2017,"July","City Hotel","CN","Single",1,1
2017,"July","City Hotel","COL","Couple",1,1
2017,"July","City Hotel","COL","Others",4,1
2017,"July","City Hotel","CZE","Couple",6,1
2017,"July","City Hotel","CZE","Others",1,0
2017,"July","City Hotel","CHE","Couple",37,16
2017,"July","City Hotel","CHE","Family",16,3
2017,"July","City Hotel","CHE","Others",6,4
2017,"July","City Hotel","CHE","Single",3,4
2017,"July","City Hotel","CHL","Couple",1,0
2017,"July","City Hotel","CHN","Couple",16,11
2017,"July","City Hotel","CHN","Family",6,3
2017,"July","City Hotel","CHN","Others",2,3
2017,"July","City Hotel","CHN","Single",1,1
2017,"July","City Hotel","DEU","Couple",254,70
2017,"July","City Hotel","DEU","Family",37,10
2017,"July","City Hotel","DEU","Others",23,10
2017,"July","City Hotel","DEU","Single",85,4
2017,"July","City Hotel","DNK","Couple",22,8
2017,"July","City Hotel","DNK","Family",10,3
2017,"July","City Hotel","DNK","Others",6,1
2017,"July","City Hotel","DNK","Single",3,3
2017,"July","City Hotel","DOM","Family",0,5
2017,"July","City Hotel","DZA","Couple",1,0
2017,"July","City Hotel","DZA","Single",1,0
2017,"July","City Hotel","ECU","Couple",0,1
2017,"July","City Hotel","ESP","Couple",67,45
2017,"July","City Hotel","ESP","Family",18,5
2017,"July","City Hotel","ESP","Others",13,10
2017,"July","City Hotel","ESP","Single",11,5
2017,"July","City Hotel","EST","Couple",1,0
2017,"July","City Hotel","EST","Others",1,0
2017,"July","City Hotel","FIN","Couple",7,3
2017,"July","City Hotel","FIN","Family",6,0
2017,"July","City Hotel","FIN","Others",2,0
2017,"July","City Hotel","FIN","Single",3,0
2017,"July","City Hotel","FRA","Couple",151,60
2017,"July","City Hotel","FRA","Family",36,7
2017,"July","City Hotel","FRA","Others",27,16
2017,"July","City Hotel","FRA","Single",18,7
2017,"July","City Hotel","FRO","Others",0,4
2017,"July","City Hotel","GBR","Couple",271,94
2017,"July","City Hotel","GBR","Family",26,7
2017,"July","City Hotel","GBR","Others",22,14
2017,"July","City Hotel","GBR","Single",21,8
2017,"July","City Hotel","GHA","Others",0,1
2017,"July","City Hotel","GRC","Couple",1,0
2017,"July","City Hotel","GRC","Family",0,1
2017,"July","City Hotel","GRC","Others",1,0
2017,"July","City Hotel","HKG","Couple",0,2
2017,"July","City Hotel","HRV","Couple",1,0
2017,"July","City Hotel","HRV","Family",1,0
2017,"July","City Hotel","HUN","Couple",6,2
2017,"July","City Hotel","HUN","Family",0,1
2017,"July","City Hotel","HUN","Single",4,0
2017,"July","City Hotel","IDN","Others",0,1
2017,"July","City Hotel","IND","Couple",1,0
2017,"July","City Hotel","IND","Family",1,0
2017,"July","City Hotel","IND","Others",2,0
2017,"July","City Hotel","IND","Single",1,0
2017,"July","City Hotel","IRL","Couple",33,27
2017,"July","City Hotel","IRL","Family",5,3
2017,"July","City Hotel","IRL","Others",9,9
2017,"July","City Hotel","IRL","Single",5,0
2017,"July","City Hotel","IRN","Couple",1,2
2017,"July","City Hotel","IRN","Family",1,0
2017,"July","City Hotel","IRN","Others",0,1
2017,"July","City Hotel","ISR","Couple",8,2
2017,"July","City Hotel","ISR","Family",1,0
2017,"July","City Hotel","ISR","Others",3,1
2017,"July","City Hotel","ITA","Couple",26,71
2017,"July","City Hotel","ITA","Family",9,4
2017,"July","City Hotel","ITA","Others",4,8
2017,"July","City Hotel","ITA","Single",5,1
2017,"July","City Hotel","JOR","Couple",1,1
2017,"July","City Hotel","JOR","Family",3,1
2017,"July","City Hotel","JPN","Couple",2,0
2017,"July","City Hotel","JPN","Others",1,0
2017,"July","City Hotel","JPN","Single",1,0
2017,"July","City Hotel","KAZ","Couple",1,1
2017,"July","City Hotel","KNA","Couple",1,0
2017,"July","City Hotel","KOR","Couple",0,1
2017,"July","City Hotel","KOR","Others",2,0
2017,"July","City Hotel","KOR","Single",2,1
2017,"July","City Hotel","KWT","Couple",1,0
2017,"July","City Hotel","LBN","Single",1,0
2017,"July","City Hotel","LBY","Family",1,0
2017,"July","City Hotel","LUX","Couple",2,3
2017,"July","City Hotel","LUX","Family",1,4
2017,"July","City Hotel","LUX","Others",1,0
2017,"July","City Hotel","LUX","Single",0,2
2017,"July","City Hotel","LVA","Others",1,0
2017,"July","City Hotel","MAR","Couple",2,3
2017,"July","City Hotel","MAR","Family",2,1
2017,"July","City Hotel","MAR","Others",0,1
2017,"July","City Hotel","MAR","Single",0,1
2017,"July","City Hotel","MEX","Couple",1,0
2017,"July","City Hotel","MEX","Family",2,0
2017,"July","City Hotel","MEX","Single",1,0
2017,"July","City Hotel","MOZ","Couple",3,4
2017,"July","City Hotel","MOZ","Others",1,0
2017,"July","City Hotel","MOZ","Single",3,0
2017,"July","City Hotel","NLD","Couple",41,19
2017,"July","City Hotel","NLD","Family",4,3
2017,"July","City Hotel","NLD","Others",7,3
2017,"July","City Hotel","NLD","Single",4,1
2017,"July","City Hotel","NOR","Couple",19,12
2017,"July","City Hotel","NOR","Family",11,4
2017,"July","City Hotel","NOR","Others",12,10
2017,"July","City Hotel","NOR","Single",6,0
2017,"July","City Hotel","NZL","Couple",2,0
2017,"July","City Hotel","PHL","Couple",0,1
2017,"July","City Hotel","PHL","Others",1,0
2017,"July","City Hotel","POL","Couple",8,4
2017,"July","City Hotel","POL","Family",3,3
2017,"July","City Hotel","POL","Others",2,5
2017,"July","City Hotel","POL","Single",3,0
2017,"July","City Hotel","PRT","Couple",111,330
2017,"July","City Hotel","PRT","Family",16,18
2017,"July","City Hotel","PRT","Others",13,14
2017,"July","City Hotel","PRT","Single",88,32
2017,"July","City Hotel","QAT","Couple",0,1
2017,"July","City Hotel","QAT","Family",0,1
2017,"July","City Hotel","QAT","Others",0,4
2017,"July","City Hotel","ROU","Couple",10,4
2017,"July","City Hotel","ROU","Family",2,1
2017,"July","City Hotel","ROU","Others",2,1
2017,"July","City Hotel","ROU","Single",2,0
2017,"July","City Hotel","RUS","Couple",11,3
2017,"July","City Hotel","RUS","Family",0,1
2017,"July","City Hotel","RUS","Single",1,1
2017,"July","City Hotel","SAU","Couple",1,0
2017,"July","City Hotel","SAU","Family",1,0
2017,"July","City Hotel","SAU","Others",1,0
2017,"July","City Hotel","SLE","Couple",1,0
2017,"July","City Hotel","SRB","Couple",2,0
2017,"July","City Hotel","SRB","Others",1,1
2017,"July","City Hotel","SVK","Couple",1,0
2017,"July","City Hotel","SVK","Others",1,0
2017,"July","City Hotel","SWE","Couple",18,16
2017,"July","City Hotel","SWE","Family",6,0
2017,"July","City Hotel","SWE","Others",2,2
2017,"July","City Hotel","SWE","Single",3,2
2017,"July","City Hotel","THA","Family",0,1
2017,"July","City Hotel","TJK","Couple",1,0
2017,"July","City Hotel","TUN","Couple",1,0
2017,"July","City Hotel","TUR","Couple",1,0
2017,"July","City Hotel","TUR","Single",0,2
2017,"July","City Hotel","TWN","Couple",0,2
2017,"July","City Hotel","TWN","Others",0,1
2017,"July","City Hotel","TWN","Single",2,0
2017,"July","City Hotel","UKR","Couple",0,1
2017,"July","City Hotel","USA","Couple",36,33
2017,"July","City Hotel","USA","Family",15,7
2017,"July","City Hotel","USA","Others",11,9
2017,"July","City Hotel","USA","Single",2,4
2017,"July","City Hotel","VEN","Couple",1,0
2017,"July","City Hotel","ZAF","Couple",3,0
2017,"July","City Hotel","ZAF","Family",1,0
2017,"July","Resort Hotel","AGO","Couple",1,1
2017,"July","Resort Hotel","AND","Family",1,0
2017,"July","Resort Hotel","ARE","Family",0,1
2017,"July","Resort Hotel","ARG","Couple",1,0
2017,"July","Resort Hotel","AUS","Couple",3,2
2017,"July","Resort Hotel","AUS","Family",1,3
2017,"July","Resort Hotel","AUS","Others",0,1
2017,"July","Resort Hotel","AUT","Couple",3,1
2017,"July","Resort Hotel","AZE","Others",1,0
2017,"July","Resort Hotel","BEL","Couple",22,2
2017,"July","Resort Hotel","BEL","Family",7,5
2017,"July","Resort Hotel","BEL","Others",4,0
2017,"July","Resort Hotel","BRA","Couple",17,6
2017,"July","Resort Hotel","BRA","Family",8,4
2017,"July","Resort Hotel","BRA","Others",1,0
2017,"July","Resort Hotel","CN","Couple",57,19
2017,"July","Resort Hotel","CN","Family",5,1
2017,"July","Resort Hotel","CN","Others",3,0
2017,"July","Resort Hotel","CN","Single",1,0
2017,"July","Resort Hotel","COL","Couple",2,1
2017,"July","Resort Hotel","CYP","Family",0,1
2017,"July","Resort Hotel","CZE","Others",1,0
2017,"July","Resort Hotel","CHE","Couple",15,23
2017,"July","Resort Hotel","CHE","Family",8,16
2017,"July","Resort Hotel","CHE","Others",1,1
2017,"July","Resort Hotel","CHE","Single",1,0
2017,"July","Resort Hotel","CHN","Couple",2,2
2017,"July","Resort Hotel","CHN","Family",1,2
2017,"July","Resort Hotel","DEU","Couple",13,7
2017,"July","Resort Hotel","DEU","Family",4,0
2017,"July","Resort Hotel","DEU","Others",1,0
2017,"July","Resort Hotel","DEU","Single",0,1
2017,"July","Resort Hotel","DJI","Family",1,0
2017,"July","Resort Hotel","DNK","Couple",1,0
2017,"July","Resort Hotel","DNK","Family",3,1
2017,"July","Resort Hotel","DNK","Others",1,0
2017,"July","Resort Hotel","ESP","Couple",87,67
2017,"July","Resort Hotel","ESP","Family",24,15
2017,"July","Resort Hotel","ESP","Others",7,0
2017,"July","Resort Hotel","ESP","Single",5,2
2017,"July","Resort Hotel","EST","Couple",0,1
2017,"July","Resort Hotel","EST","Family",1,0
2017,"July","Resort Hotel","FIN","Couple",1,0
2017,"July","Resort Hotel","FRA","Couple",22,9
2017,"July","Resort Hotel","FRA","Family",4,6
2017,"July","Resort Hotel","FRA","Others",1,1
2017,"July","Resort Hotel","GBR","Couple",155,45
2017,"July","Resort Hotel","GBR","Family",19,12
2017,"July","Resort Hotel","GBR","Others",13,0
2017,"July","Resort Hotel","GBR","Single",1,1
2017,"July","Resort Hotel","GIB","Couple",0,1
2017,"July","Resort Hotel","GRC","Couple",1,0
2017,"July","Resort Hotel","HKG","Couple",1,1
2017,"July","Resort Hotel","HUN","Couple",5,3
2017,"July","Resort Hotel","HUN","Family",1,0
2017,"July","Resort Hotel","IND","Family",1,0
2017,"July","Resort Hotel","IRL","Couple",40,22
2017,"July","Resort Hotel","IRL","Family",6,5
2017,"July","Resort Hotel","IRL","Others",5,1
2017,"July","Resort Hotel","IRL","Single",1,0
2017,"July","Resort Hotel","ISL","Couple",1,0
2017,"July","Resort Hotel","ISL","Family",1,0
2017,"July","Resort Hotel","ISR","Couple",1,2
2017,"July","Resort Hotel","ISR","Family",0,2
2017,"July","Resort Hotel","ITA","Couple",12,2
2017,"July","Resort Hotel","ITA","Family",1,3
2017,"July","Resort Hotel","ITA","Others",0,1
2017,"July","Resort Hotel","JPN","Couple",1,0
2017,"July","Resort Hotel","KAZ","Single",2,0
2017,"July","Resort Hotel","KWT","Couple",1,0
2017,"July","Resort Hotel","LTU","Couple",3,1
2017,"July","Resort Hotel","LUX","Couple",6,1
2017,"July","Resort Hotel","LUX","Family",3,3
2017,"July","Resort Hotel","LVA","Couple",0,1
2017,"July","Resort Hotel","MAR","Couple",2,4
2017,"July","Resort Hotel","MAR","Family",1,3
2017,"July","Resort Hotel","MDV","Family",0,1
2017,"July","Resort Hotel","NGA","Family",1,0
2017,"July","Resort Hotel","NLD","Couple",7,3
2017,"July","Resort Hotel","NLD","Family",2,2
2017,"July","Resort Hotel","NLD","Single",1,0
2017,"July","Resort Hotel","NOR","Couple",6,2
2017,"July","Resort Hotel","NOR","Family",2,6
2017,"July","Resort Hotel","POL","Couple",4,1
2017,"July","Resort Hotel","POL","Family",1,2
2017,"July","Resort Hotel","POL","Others",1,0
2017,"July","Resort Hotel","PRT","Couple",189,165
2017,"July","Resort Hotel","PRT","Family",83,69
2017,"July","Resort Hotel","PRT","Others",22,26
2017,"July","Resort Hotel","PRT","Single",31,26
2017,"July","Resort Hotel","ROU","Couple",10,3
2017,"July","Resort Hotel","ROU","Family",2,4
2017,"July","Resort Hotel","ROU","Others",3,0
2017,"July","Resort Hotel","RUS","Couple",6,14
2017,"July","Resort Hotel","RUS","Family",5,2
2017,"July","Resort Hotel","SEN","Family",0,1
2017,"July","Resort Hotel","SWE","Couple",10,6
2017,"July","Resort Hotel","SWE","Family",8,2
2017,"July","Resort Hotel","SYC","Couple",0,1
2017,"July","Resort Hotel","TWN","Couple",10,0
2017,"July","Resort Hotel","TWN","Single",2,0
2017,"July","Resort Hotel","UKR","Couple",2,0
2017,"July","Resort Hotel","USA","Couple",27,2
2017,"July","Resort Hotel","USA","Family",4,3
2017,"July","Resort Hotel","USA","Others",3,0
2017,"July","Resort Hotel","USA","Single",1,0
2017,"July","Resort Hotel","VNM","Couple",1,0
2017,"July","Resort Hotel","ZAF","Couple",3,0
2017,"July","Resort Hotel","ZAF","Family",2,0
2017,"June","City Hotel","AGO","Couple",2,1
2017,"June","City Hotel","AGO","Single",0,3
2017,"June","City Hotel","ARE","Couple",0,2
2017,"June","City Hotel","ARG","Couple",5,4
2017,"June","City Hotel","ARG","Family",0,1
2017,"June","City Hotel","ARG","Others",0,1
2017,"June","City Hotel","AUS","Couple",26,13
2017,"June","City Hotel","AUS","Family",0,1
2017,"June","City Hotel","AUS","Single",1,0
2017,"June","City Hotel","AUT","Couple",39,9
2017,"June","City Hotel","AUT","Family",2,2
2017,"June","City Hotel","AUT","Others",3,4
2017,"June","City Hotel","AUT","Single",8,0
2017,"June","City Hotel","BEL","Couple",54,21
2017,"June","City Hotel","BEL","Family",2,2
2017,"June","City Hotel","BEL","Others",8,3
2017,"June","City Hotel","BEL","Single",6,0
2017,"June","City Hotel","BGD","Family",0,1
2017,"June","City Hotel","BGR","Couple",4,0
2017,"June","City Hotel","BGR","Single",1,0
2017,"June","City Hotel","BLR","Couple",1,0
2017,"June","City Hotel","BRA","Couple",25,18
2017,"June","City Hotel","BRA","Family",8,10
2017,"June","City Hotel","BRA","Others",7,7
2017,"June","City Hotel","BRA","Single",7,3
2017,"June","City Hotel","CN","Couple",16,10
2017,"June","City Hotel","CN","Family",3,2
2017,"June","City Hotel","CN","Single",7,0
2017,"June","City Hotel","COL","Couple",2,0
2017,"June","City Hotel","COL","Single",1,0
2017,"June","City Hotel","CRI","Single",1,0
2017,"June","City Hotel","CZE","Couple",1,2
2017,"June","City Hotel","CHE","Couple",43,8
2017,"June","City Hotel","CHE","Family",2,2
2017,"June","City Hotel","CHE","Others",2,1
2017,"June","City Hotel","CHE","Single",9,2
2017,"June","City Hotel","CHL","Couple",2,0
2017,"June","City Hotel","CHN","Couple",17,16
2017,"June","City Hotel","CHN","Family",0,1
2017,"June","City Hotel","CHN","Others",1,3
2017,"June","City Hotel","DEU","Couple",256,42
2017,"June","City Hotel","DEU","Family",16,4
2017,"June","City Hotel","DEU","Others",15,7
2017,"June","City Hotel","DEU","Single",47,4
2017,"June","City Hotel","DNK","Couple",8,3
2017,"June","City Hotel","DNK","Family",1,0
2017,"June","City Hotel","DNK","Others",2,0
2017,"June","City Hotel","DNK","Single",3,1
2017,"June","City Hotel","DOM","Couple",0,1
2017,"June","City Hotel","DOM","Single",0,1
2017,"June","City Hotel","DZA","Couple",1,0
2017,"June","City Hotel","DZA","Single",1,0
2017,"June","City Hotel","ESP","Couple",31,29
2017,"June","City Hotel","ESP","Family",7,7
2017,"June","City Hotel","ESP","Others",5,9
2017,"June","City Hotel","ESP","Single",12,2
2017,"June","City Hotel","EST","Couple",3,0
2017,"June","City Hotel","FIN","Couple",10,0
2017,"June","City Hotel","FIN","Others",0,1
2017,"June","City Hotel","FIN","Single",5,0
2017,"June","City Hotel","FRA","Couple",199,67
2017,"June","City Hotel","FRA","Family",17,16
2017,"June","City Hotel","FRA","Others",27,21
2017,"June","City Hotel","FRA","Single",41,6
2017,"June","City Hotel","GBR","Couple",267,112
2017,"June","City Hotel","GBR","Family",9,4
2017,"June","City Hotel","GBR","Others",30,10
2017,"June","City Hotel","GBR","Single",27,13
2017,"June","City Hotel","GRC","Couple",1,0
2017,"June","City Hotel","GRC","Others",1,0
2017,"June","City Hotel","GRC","Single",1,0
2017,"June","City Hotel","HKG","Couple",0,2
2017,"June","City Hotel","HRV","Couple",2,8
2017,"June","City Hotel","HRV","Family",0,1
2017,"June","City Hotel","HUN","Couple",3,2
2017,"June","City Hotel","HUN","Family",1,1
2017,"June","City Hotel","HUN","Single",1,0
2017,"June","City Hotel","IDN","Couple",1,1
2017,"June","City Hotel","IND","Couple",1,3
2017,"June","City Hotel","IND","Family",4,0
2017,"June","City Hotel","IND","Others",1,1
2017,"June","City Hotel","IRL","Couple",48,27
2017,"June","City Hotel","IRL","Family",2,2
2017,"June","City Hotel","IRL","Others",7,7
2017,"June","City Hotel","IRL","Single",4,3
